# index,date_and_time,caller_number,caller_channel,called_number,called_channel,ring_time,talk_time,status,details
3836,1402/09/05 15:50:42,21578825566,29:849,421703824,9:552,5:48,2:56,answered,
3837,1402/01/26 09:30:44,21747088704,24:757,2607,38:362,1:56,0:00,busy,
3838,1402/06/09 18:43:11,421701500,12:316,21536596075,28:108,3:49,5:37,answered,
3839,1402/02/28 12:08:36,2142170447,38:469,2142170793,26:180,5:51,3:40,answered,
3840,1402/05/14 10:13:02,21985481882,13:409,921590941254,19:951,0:37,5:47,answered,
3841,1402/08/28 17:02:21,2142170408,20:802,4666,38:684,3:07,0:00,busy,
3842,1402/09/01 09:42:41,421701695,33:590,9421701713,11:605,5:08,5:17,answered,
3843,1402/09/17 09:09:04,2142170169,16:222,4517171,15:484,5:04,0:00,No answer,no pickup
3844,1402/01/07 10:16:26,421703800,29:129,21295940874,29:306,3:42,0:00,busy,
3845,1402/03/24 07:39:17,2142170240,33:956,2142170369,26:181,5:35,0:09,answered,
3846,1402/02/17 10:40:58,9239,5:668,4772,22:187,5:30,0:00,Failed,network error
3847,1402/07/26 20:52:34,2142170409,7:661,9421703048,18:172,1:48,0:00,busy,
3848,1402/12/09 12:42:40,3506,27:973,314,36:756,3:56,0:00,busy,
3849,1402/07/23 13:37:21,421702468,21:303,9421701411,6:648,0:54,5:06,answered,
3850,1402/01/26 14:31:15,3464880,2:691,9421709899,16:733,1:59,1:11,answered,
3851,1402/09/10 08:29:45,3102,7:679,421706234,11:439,3:05,0:00,busy,
3852,1402/01/07 13:00:56,891,31:219,1641977,38:825,4:29,0:53,answered,
3853,1402/04/22 08:45:39,421708844,12:732,8676314,14:290,1:46,1:37,answered,
3854,1402/09/23 12:27:33,2142170880,34:780,21150671566,-,4:40,4:54,answered,
3855,1402/06/16 10:08:47,8348,27:748,2142170145,4:467,3:09,5:22,answered,
3856,1402/06/27 15:57:13,8223709,6:800,421705428,1:395,4:24,5:48,answered,
3857,1402/05/12 10:50:48,21233077262,10:810,2142170975,20:655,2:51,5:45,answered,
3858,1402/01/18 16:26:27,1257,20:188,921958939725,35:813,4:20,5:23,answered,
3859,1402/03/04 11:26:55,21995539453,8:178,6238,6:159,5:23,0:00,busy,
3860,1402/03/10 09:26:44,2142170894,11:620,2142170334,35:717,5:13,3:20,answered,
3861,1402/07/22 17:46:42,21665456035,22:578,921719739964,31:559,4:16,4:06,answered,
3862,1402/10/23 15:30:01,421701032,37:166,9663702,10:822,3:26,5:29,answered,
3863,1402/06/03 10:55:58,21838233797,14:249,421704027,3:194,4:31,5:12,answered,
3864,1402/12/13 07:02:11,476,7:737,2142170842,10:798,2:52,0:25,answered,
3865,1402/04/21 08:28:40,5479688,17:956,2142170589,20:799,4:30,5:16,answered,
3866,1402/10/10 14:07:32,21620314754,14:391,21717473836,40:642,2:24,0:00,No answer,no pickup
3867,1402/10/25 09:12:12,2142170825,34:694,4655560,21:210,3:57,0:00,No answer,no pickup
3868,1402/09/11 07:15:16,2306,6:297,229,40:137,3:47,0:55,answered,
3869,1402/03/04 20:31:58,815,3:115,421706258,33:169,1:47,0:00,busy,
3870,1402/01/12 17:32:08,421702111,32:339,2142170898,24:716,4:57,0:00,busy,
3871,1402/03/09 19:20:51,7598,22:910,2142170185,-,0:27,1:52,answered,
3872,1402/09/10 15:09:57,21833599857,36:248,2225376,6:960,0:44,0:00,busy,
3873,1402/10/04 15:47:02,2142170307,31:456,421701156,32:490,5:17,2:39,answered,
3874,1402/04/05 15:38:15,421703293,6:891,174,20:687,4:34,0:26,answered,
3875,1402/04/14 13:48:45,5406,8:855,821,12:852,4:10,0:00,Failed,network error
3876,1402/07/20 16:05:29,421705963,21:476,2142170669,6:348,1:02,4:06,answered,
3877,1402/05/26 11:50:14,2142170213,20:874,21110589911,9:357,4:42,0:00,No answer,no pickup
3878,1402/10/01 14:12:52,2142170256,33:571,421704546,21:792,3:07,4:04,answered,
3879,1402/08/12 07:09:32,21394904012,36:789,9421703419,16:666,0:28,0:00,Failed,network error
3880,1402/09/25 10:10:04,2142170649,34:861,7275777,14:309,5:28,0:00,busy,
3881,1402/06/03 19:25:49,421707568,24:465,820,40:165,2:04,3:43,answered,
3882,1402/10/20 15:58:38,3733,34:233,1214217,29:240,1:16,1:32,answered,
3883,1402/01/26 14:09:14,421704442,10:391,21812230253,18:375,2:17,0:00,busy,
3884,1402/06/25 09:52:36,21613748870,17:413,6480057,4:685,5:36,0:00,busy,
3885,1402/03/25 19:13:15,3332,10:900,421706328,-,5:06,0:00,No answer,no pickup
3886,1402/11/03 08:14:41,364,36:409,7098078,4:414,0:11,1:31,answered,
3887,1402/12/12 12:14:24,2142170400,15:181,929,30:757,1:29,0:00,Failed,network error
3888,1402/01/14 10:22:36,21488577260,37:742,436,2:902,3:28,0:00,No answer,no pickup
3889,1402/02/14 09:08:36,1231750,27:465,421701535,11:206,0:36,4:46,answered,
3890,1402/03/20 08:44:50,547,25:877,421704341,26:152,3:11,2:54,answered,
3891,1402/07/16 20:30:29,421707138,5:176,421709487,-,0:43,4:15,answered,
3892,1402/10/12 13:59:56,421703076,10:667,2142170673,6:515,4:04,2:34,answered,
3893,1402/08/20 16:49:50,3091003,29:897,921775808273,40:890,5:13,0:45,answered,
3894,1402/08/23 10:41:11,2142170993,24:587,921674858685,20:335,1:34,3:44,answered,
3895,1402/02/03 16:45:26,421704414,33:831,2142170499,8:198,1:31,0:00,busy,
3896,1402/08/22 09:12:35,2142170748,19:256,9421703067,6:625,1:25,0:00,busy,
3897,1402/10/05 11:40:59,6490010,19:513,901,13:160,1:36,3:14,answered,
3898,1402/03/25 08:14:09,6992,34:313,9421705033,3:520,5:47,0:00,No answer,no pickup
3899,1402/02/27 10:00:14,5005,39:717,421706639,37:242,5:02,5:04,answered,
3900,1402/12/04 15:42:47,421704034,11:943,2142170389,9:478,3:21,0:45,answered,
3901,1402/01/07 10:25:54,5846,23:386,6569,8:752,2:30,2:15,answered,
3902,1402/10/20 16:24:03,2142170897,18:978,7432733,4:763,3:07,0:09,answered,
3903,1402/02/21 19:28:19,21804379650,38:144,4372,29:663,1:30,3:38,answered,
3904,1402/08/11 17:04:42,2716,30:926,3074,32:621,2:08,0:00,Failed,network error
3905,1402/08/03 08:36:25,2142170208,31:366,421707588,30:449,1:56,0:24,answered,
3906,1402/03/18 16:09:56,421708970,28:253,921799955154,22:346,3:26,3:35,answered,
3907,1402/02/26 18:31:49,1289461,22:425,6545,24:627,1:36,0:00,No answer,no pickup
3908,1402/04/01 15:20:20,9215709,18:761,7462956,15:851,3:49,2:17,answered,
3909,1402/02/14 16:31:07,4747,24:548,21987688384,26:862,5:53,0:00,No answer,no pickup
3910,1402/08/26 14:52:35,421709948,36:154,21733518626,14:827,3:51,0:00,No answer,no pickup
3911,1402/12/28 20:07:39,761,16:718,9421708200,-,0:50,2:20,answered,
3912,1402/04/02 12:25:57,21262444009,38:527,21472247242,2:426,5:34,0:00,No answer,no pickup
3913,1402/06/11 12:24:16,21923006799,12:248,2142170946,35:217,3:51,2:38,answered,
3914,1402/06/17 11:33:58,111,34:619,21904794905,24:618,5:04,1:49,answered,
3915,1402/01/25 13:22:57,1272581,29:294,421705168,15:277,4:21,0:21,answered,
3916,1402/02/21 16:55:02,2142170397,12:298,3866,25:673,1:35,5:28,answered,
3917,1402/08/15 12:41:02,1897,35:495,21894720529,40:247,3:29,5:25,answered,
3918,1402/09/24 20:24:51,9431,1:768,421703409,26:525,4:38,0:00,busy,
3919,1402/05/05 10:04:53,6704,26:994,421702853,12:804,0:39,3:15,answered,
3920,1402/09/26 13:59:15,2142170710,35:925,9421706986,-,2:30,5:49,answered,
3921,1402/02/28 17:40:18,3682483,3:990,9421706160,14:981,2:05,4:43,answered,
3922,1402/11/03 08:56:19,2142170830,24:117,21846524834,20:422,1:13,2:45,answered,
3923,1402/12/11 16:53:59,6692,36:543,1138,17:530,4:57,0:00,Failed,network error
3924,1402/04/05 10:26:55,2142170908,11:767,3282487,11:420,4:39,2:41,answered,
3925,1402/12/27 08:36:39,2142170214,5:254,21784000679,-,0:54,3:43,answered,
3926,1402/12/08 16:41:52,3820556,30:109,2990,40:590,5:54,0:00,busy,
3927,1402/12/12 09:23:55,21592210561,17:596,2142170299,29:646,4:13,2:39,answered,
3928,1402/06/23 12:00:37,5472,37:114,2212086,7:731,2:13,0:00,busy,
3929,1402/12/05 18:19:52,21684716344,3:307,421706136,2:226,1:30,0:00,No answer,no pickup
3930,1402/09/15 16:59:50,9270917,24:449,921124026356,38:196,0:03,3:08,answered,
3931,1402/09/15 15:08:53,2696,23:106,9421701832,19:133,0:05,0:00,Failed,network error
3932,1402/03/14 08:55:11,147,17:367,921500381606,29:415,4:59,2:26,answered,
3933,1402/08/05 20:18:27,9968,12:439,2142170834,38:603,4:33,4:27,answered,
3934,1402/09/08 12:10:12,7205,14:707,1672823,-,4:56,3:08,answered,
3935,1402/04/03 17:51:37,8702874,30:996,2142170923,7:240,1:03,0:00,No answer,no pickup
3936,1402/05/19 13:44:18,653,25:654,617,28:602,0:47,0:00,No answer,no pickup
3937,1402/08/06 11:49:00,5714,21:350,616,30:561,1:40,1:53,answered,
3938,1402/08/08 18:00:13,21433614345,14:362,921586711539,5:489,0:19,3:10,answered,
3939,1402/12/27 09:25:15,1709,24:367,1142755,-,0:05,0:00,busy,
3940,1402/07/23 16:38:05,4632493,19:700,6715,22:158,2:26,0:25,answered,
3941,1402/01/14 16:03:26,21813271471,28:759,421709563,-,0:51,0:00,Failed,network error
3942,1402/07/23 08:04:36,421709874,9:502,921783516123,39:877,1:02,4:02,answered,
3943,1402/05/13 10:19:58,682,34:183,2142170930,38:467,2:37,5:42,answered,
3944,1402/10/25 09:04:10,268,2:306,421705908,1:667,5:11,5:29,answered,
3945,1402/06/18 20:09:10,421707365,29:767,921856965420,1:759,2:18,3:20,answered,
3946,1402/05/19 08:56:17,7701629,19:215,9491658,25:118,2:11,0:00,No answer,no pickup
3947,1402/05/27 18:37:47,2142170834,4:108,1308389,5:425,5:16,1:10,answered,
3948,1402/11/01 08:03:53,21943230748,30:764,9421705534,4:250,5:41,0:00,No answer,no pickup
3949,1402/07/15 11:26:52,2142170835,19:719,9421703804,9:465,0:24,0:00,No answer,no pickup
3950,1402/10/15 18:10:51,2142170974,15:991,2142170801,33:956,5:21,0:00,busy,
3951,1402/01/08 11:27:35,8980,28:937,921765524885,14:125,2:53,0:00,Failed,network error
3952,1402/07/17 19:54:31,21109536567,25:173,829,9:887,4:49,0:00,No answer,no pickup
3953,1402/03/18 20:27:38,5414,2:835,2142170633,32:591,2:52,3:34,answered,
3954,1402/11/12 10:22:30,459,20:900,5634,10:149,3:57,3:21,answered,
3955,1402/12/13 16:51:51,421708359,25:503,921652898001,32:826,0:20,0:00,No answer,no pickup
3956,1402/09/02 19:02:50,407,2:274,3579776,7:344,3:08,3:48,answered,
3957,1402/04/09 17:03:11,2142170225,6:223,9579925,4:510,2:13,0:00,Failed,network error
3958,1402/03/22 19:59:52,879,3:993,5774,14:205,4:48,0:00,No answer,no pickup
3959,1402/12/25 14:45:47,421708369,30:184,2142170291,34:506,3:53,0:00,busy,
3960,1402/06/22 09:30:48,5793,33:543,21383927817,37:100,5:12,0:40,answered,
3961,1402/02/04 07:45:28,21551297991,13:967,921816137018,11:963,3:32,0:00,busy,
3962,1402/12/18 10:19:48,2142170612,40:793,9421702053,30:658,5:54,0:00,busy,
3963,1402/05/15 13:08:21,5156,37:687,9421708808,11:869,1:12,2:24,answered,
3964,1402/07/09 08:59:07,2789177,35:730,421701203,29:376,3:04,3:36,answered,
3965,1402/09/06 11:24:38,4886,35:555,9786,-,2:48,0:00,No answer,no pickup
3966,1402/03/26 20:53:34,2142170231,6:466,2142170873,1:385,1:25,5:06,answered,
3967,1402/09/19 08:12:48,3915163,1:613,6128,39:629,0:47,3:39,answered,
3968,1402/02/13 14:07:08,21259872483,16:707,4067,40:204,1:45,0:00,No answer,no pickup
3969,1402/05/07 20:31:08,8968,20:810,9421709997,14:544,5:29,0:00,No answer,no pickup
3970,1402/12/14 08:50:12,2142170335,1:645,921471089733,19:609,0:36,0:00,No answer,no pickup
3971,1402/11/26 14:52:58,2142170453,33:371,21872187163,37:680,5:48,3:18,answered,
3972,1402/01/03 09:17:31,21453123469,8:161,2142170883,6:148,1:32,1:41,answered,
3973,1402/11/14 17:38:26,421704112,25:801,9421708445,20:253,4:11,1:31,answered,
3974,1402/07/14 14:06:09,737,14:809,230,27:667,4:16,0:00,No answer,no pickup
3975,1402/11/20 12:16:35,421704836,7:524,6482,18:676,4:57,3:53,answered,
3976,1402/10/09 14:09:06,2082968,22:972,2142170345,23:485,1:09,5:21,answered,
3977,1402/09/04 11:01:50,421706888,17:733,9212402,4:710,4:29,0:00,No answer,no pickup
3978,1402/07/08 17:50:16,421702331,33:719,2142170668,22:689,2:23,5:44,answered,
3979,1402/07/09 08:16:38,6701727,9:647,4987457,1:218,4:56,0:01,answered,
3980,1402/10/26 17:12:11,21390021079,34:918,921466902051,12:822,2:08,4:22,answered,
3981,1402/04/17 15:08:34,2142170302,22:426,421704528,32:675,3:30,0:00,busy,
3982,1402/11/13 07:03:03,7302,1:119,698,26:628,1:22,0:00,Failed,network error
3983,1402/06/16 07:46:07,421705150,38:204,9421707523,4:676,1:38,0:00,busy,
3984,1402/02/05 16:59:49,1651,28:755,3701274,27:372,1:17,4:45,answered,
3985,1402/03/06 08:46:42,6476719,16:802,2142170347,35:634,0:54,3:25,answered,
3986,1402/02/09 18:53:33,21392706536,4:258,921221123792,40:625,1:46,5:21,answered,
3987,1402/05/06 18:33:47,9747441,33:340,2142170504,23:864,5:42,0:05,answered,
3988,1402/07/26 10:45:58,2142170927,14:275,21345285923,-,2:30,0:04,answered,
3989,1402/09/12 12:27:29,21823963190,8:275,421701762,3:177,3:31,2:59,answered,
3990,1402/09/20 11:32:15,421701212,10:632,21763267395,20:807,3:17,0:00,Failed,network error
3991,1402/02/16 14:31:55,21366305968,15:542,382,38:757,1:13,2:44,answered,
3992,1402/08/21 15:03:24,2142170781,25:618,9421706579,25:875,0:38,3:41,answered,
3993,1402/01/22 08:29:36,6075,23:648,921738623388,18:720,2:26,5:26,answered,
3994,1402/04/05 17:39:22,21456238025,8:385,6781794,30:416,3:58,0:00,No answer,no pickup
3995,1402/05/24 20:05:27,21337561904,32:378,2142170546,18:643,4:39,2:50,answered,
3996,1402/02/27 08:34:53,4960,8:405,9318,24:132,3:06,4:28,answered,
3997,1402/03/20 14:34:51,7344,14:891,21708824792,-,0:28,0:00,busy,
3998,1402/06/22 19:03:58,3293,14:576,21955327777,-,5:40,4:24,answered,
3999,1402/05/10 12:04:03,421705766,7:746,1534975,37:671,2:21,0:00,Failed,network error
4000,1402/09/21 13:16:12,2142170645,23:838,921332179140,27:177,3:00,1:38,answered,
4001,1402/02/09 09:17:19,372,34:316,21394554697,17:202,5:28,2:57,answered,
4002,1402/12/07 14:08:15,330,19:237,921226944655,33:250,1:34,4:09,answered,
4003,1402/12/17 19:09:33,2142170758,31:380,7637,10:755,2:58,0:00,busy,
4004,1402/10/22 17:51:40,5373,38:995,2815808,28:743,3:40,0:00,No answer,no pickup
4005,1402/06/22 20:37:09,421708387,12:214,2142170588,27:979,4:59,1:14,answered,
4006,1402/12/20 12:13:30,636,28:624,421705326,10:398,0:39,0:00,Failed,network error
4007,1402/04/26 20:05:37,2941229,12:509,5703489,40:953,4:45,0:00,busy,
4008,1402/10/21 15:52:25,421709982,31:320,421708449,9:857,0:06,1:07,answered,
4009,1402/10/06 14:07:34,7187,9:236,2142170101,40:114,4:50,2:16,answered,
4010,1402/12/05 17:08:16,850,32:211,9421706046,5:510,3:13,0:00,No answer,no pickup
4011,1402/12/19 13:37:13,7450,40:182,921861461177,40:668,5:44,4:44,answered,
4012,1402/12/09 19:22:00,4973,17:565,3736741,18:240,2:12,4:14,answered,
4013,1402/04/11 19:22:16,490,39:546,21813659106,17:386,3:59,0:00,answered,
4014,1402/06/15 20:00:10,335,32:794,6107254,12:804,5:37,0:00,busy,
4015,1402/10/19 09:44:17,421702476,12:670,2142170389,-,0:55,0:00,busy,
4016,1402/09/21 17:49:42,9461759,29:755,2142170759,35:920,4:57,2:35,answered,
4017,1402/05/14 10:59:22,3818,35:156,921772718508,1:472,5:30,0:00,busy,
4018,1402/02/17 13:10:17,2633,14:644,2142170929,-,5:32,0:45,answered,
4019,1402/03/07 15:49:40,4865030,6:414,921765575184,1:512,3:57,0:00,busy,
4020,1402/12/16 16:40:37,422,17:461,9160223,24:926,2:57,0:00,No answer,no pickup
4021,1402/03/26 14:30:49,6222498,23:895,921894220585,15:106,5:37,0:00,Failed,network error
4022,1402/09/02 15:07:18,4732972,26:867,421705022,16:429,2:49,0:56,answered,
4023,1402/11/27 14:59:01,765,22:581,1791,8:898,1:52,1:55,answered,
4024,1402/05/12 19:25:20,335,21:259,921725783216,-,1:10,0:23,answered,
4025,1402/08/27 20:30:31,471,8:736,1207,-,2:41,3:02,answered,
4026,1402/08/11 19:48:53,3821,24:277,2142170826,12:601,3:31,1:13,answered,
4027,1402/01/17 18:33:24,1229308,9:889,9511,28:397,4:17,1:01,answered,
4028,1402/09/26 12:13:06,421708818,32:283,352,9:997,0:22,5:44,answered,
4029,1402/02/15 08:59:41,6671920,23:393,421703484,13:974,4:24,0:00,No answer,no pickup
4030,1402/04/22 17:41:51,21990783152,32:836,599,38:714,2:06,0:00,No answer,no pickup
4031,1402/05/17 09:48:40,2320,30:506,9537485,10:300,5:12,3:37,answered,
4032,1402/10/03 09:23:29,421701914,15:608,9421703008,11:222,0:21,0:00,No answer,no pickup
4033,1402/06/07 11:12:20,833,16:471,21765256705,4:242,3:30,0:00,busy,
4034,1402/09/26 10:30:36,21634557404,4:642,3711,37:799,4:02,2:04,answered,
4035,1402/06/24 10:39:58,9656738,3:450,7488001,14:291,0:56,0:00,busy,
4036,1402/10/09 19:20:08,2142170736,33:341,21502451719,5:437,1:56,0:00,Failed,network error
4037,1402/08/22 12:12:17,421709960,37:807,421701528,34:785,3:22,3:29,answered,
4038,1402/04/05 18:54:18,2142170536,26:563,325,8:611,5:42,0:00,busy,
4039,1402/05/24 20:44:31,4226571,30:577,421705187,10:489,2:37,3:38,answered,
4040,1402/09/03 15:14:46,5362,29:248,21271114230,25:161,5:41,0:00,busy,
4041,1402/08/08 17:37:53,421705631,28:921,9421709902,38:693,3:38,0:46,answered,
4042,1402/02/20 14:54:19,970,1:257,21274538832,10:349,0:25,2:15,answered,
4043,1402/11/23 07:54:19,21459018181,19:526,21310502538,29:930,4:22,5:21,answered,
4044,1402/11/25 20:00:35,4665,21:693,6521,17:634,3:15,0:00,No answer,no pickup
4045,1402/01/13 17:01:59,2142170971,35:819,395,4:729,4:32,0:00,Failed,network error
4046,1402/05/03 18:33:55,2142170627,17:229,921298802427,14:432,5:01,2:32,answered,
4047,1402/08/05 12:49:28,21585396831,29:301,3493473,-,2:23,0:00,Failed,network error
4048,1402/10/16 14:10:24,7190806,12:451,525,32:525,1:08,4:58,answered,
4049,1402/06/08 18:53:55,924,29:275,421709245,10:139,0:38,0:00,Failed,network error
4050,1402/09/23 18:45:10,421707952,10:570,21807718815,14:470,3:09,2:22,answered,
4051,1402/01/20 20:42:31,2654,15:618,596,37:197,5:05,1:51,answered,
4052,1402/03/22 11:15:18,2101,18:132,21238052063,35:676,0:11,0:28,answered,
4053,1402/11/09 10:36:04,307,8:583,5722,36:337,5:52,3:20,answered,
4054,1402/07/04 16:54:50,21928704859,28:694,4897872,5:837,3:33,0:00,Failed,network error
4055,1402/10/15 17:16:36,854,17:739,421702847,40:195,3:46,0:30,answered,
4056,1402/10/04 10:16:42,21127630901,14:845,8304523,31:396,3:54,0:00,Failed,network error
4057,1402/07/26 11:22:52,765,4:549,3098,-,4:04,2:17,answered,
4058,1402/12/03 16:14:20,3102090,13:634,421707744,9:402,0:27,4:21,answered,
4059,1402/12/09 14:57:02,9938,12:168,421704524,29:159,1:21,1:34,answered,
4060,1402/03/28 17:23:04,4697791,31:820,21320896958,7:372,2:23,0:00,No answer,no pickup
4061,1402/02/08 14:48:28,3534,21:347,921158119523,17:460,4:49,0:00,busy,
4062,1402/06/26 19:38:13,21353685864,37:810,411,4:885,5:55,3:30,answered,
4063,1402/12/03 17:52:16,21939540635,24:807,421707098,36:293,0:47,0:00,Failed,network error
4064,1402/09/09 07:31:24,421709606,26:606,6128121,37:132,2:36,0:00,Failed,network error
4065,1402/03/22 11:03:24,21882433616,14:856,21730258366,15:947,2:46,0:00,No answer,no pickup
4066,1402/08/13 14:36:33,711,39:561,9421705953,20:390,1:14,0:44,answered,
4067,1402/05/04 11:58:40,421706475,5:732,921180079376,7:849,0:49,1:20,answered,
4068,1402/11/05 20:12:42,21885373350,36:900,2142170167,30:641,0:16,0:00,busy,
4069,1402/07/10 15:34:54,776,31:633,9421702498,33:796,5:30,5:48,answered,
4070,1402/01/21 20:08:17,421709129,38:197,7576,20:518,4:01,0:00,Failed,network error
4071,1402/05/18 16:03:58,421706968,38:816,421707640,-,5:11,4:30,answered,
4072,1402/02/05 15:26:49,9332067,39:921,421705670,-,1:07,0:00,Failed,network error
4073,1402/03/28 09:58:10,2142170852,5:593,3843863,23:149,3:21,0:00,No answer,no pickup
4074,1402/09/28 15:28:36,904,29:152,9421705126,16:246,3:49,4:49,answered,
4075,1402/03/05 09:05:16,779,30:789,21268618147,-,1:26,0:00,No answer,no pickup
4076,1402/06/14 15:42:08,633,21:972,21777395447,11:579,5:53,0:00,busy,
4077,1402/09/09 15:17:22,285,28:400,2687700,34:809,0:14,2:25,answered,
4078,1402/03/23 09:22:59,711,13:648,7405873,8:785,4:07,3:49,answered,
4079,1402/05/17 16:43:29,421702430,7:785,21306818369,32:319,4:34,5:31,answered,
4080,1402/05/19 08:06:15,3400243,35:148,2142170505,35:173,5:35,0:14,answered,
4081,1402/07/11 11:35:34,824,22:215,421708422,7:101,1:04,0:00,busy,
4082,1402/08/11 16:12:56,2334078,17:625,421705266,24:797,1:20,5:21,answered,
4083,1402/11/09 17:09:09,8879,18:418,921423866429,-,1:58,0:00,Failed,network error
4084,1402/09/24 08:03:28,7775362,38:161,421701273,32:981,2:26,0:00,busy,
4085,1402/12/18 17:49:08,177,14:920,21314745501,29:882,4:36,0:00,busy,
4086,1402/07/16 19:35:12,421702845,25:596,9421706431,28:117,5:25,4:27,answered,
4087,1402/04/03 13:52:52,8992,29:807,921408253900,18:151,2:54,4:09,answered,
4088,1402/09/28 19:45:27,421703406,27:306,921706406462,1:308,1:06,1:54,answered,
4089,1402/11/21 08:09:37,687,32:622,21876775831,22:256,4:27,2:33,answered,
4090,1402/01/11 11:56:42,4988611,6:511,654,12:432,2:45,4:03,answered,
4091,1402/08/25 10:27:01,2786,24:207,9421708288,1:790,1:22,0:00,Failed,network error
4092,1402/02/17 07:49:48,421706839,3:686,3580009,26:348,1:46,0:59,answered,
4093,1402/01/07 15:02:00,759,26:197,835,22:612,5:30,1:00,answered,
4094,1402/06/21 12:44:07,21344189234,21:195,2142170324,11:625,2:18,4:48,answered,
4095,1402/01/05 08:14:33,6987,28:655,421702969,5:749,5:06,0:00,No answer,no pickup
4096,1402/01/09 09:18:01,9394975,34:951,2142170812,19:491,0:39,4:07,answered,
4097,1402/01/19 07:25:11,543,40:713,830,6:981,5:14,0:00,busy,
4098,1402/08/27 13:31:12,1410,2:150,1633,7:515,2:59,3:04,answered,
4099,1402/08/09 13:15:04,2585,37:398,189,10:937,5:44,1:46,answered,
4100,1402/11/05 13:14:10,319,27:286,21461654384,27:309,2:20,4:24,answered,
4101,1402/07/14 19:50:02,421707353,37:870,3277480,21:997,2:22,5:46,answered,
4102,1402/04/06 14:15:35,3544951,17:644,9421707424,35:925,3:26,0:00,No answer,no pickup
4103,1402/09/12 15:59:03,21105948270,10:941,921187131972,34:262,0:58,0:00,Failed,network error
4104,1402/07/02 18:05:22,7460288,34:108,785,40:320,4:49,4:58,answered,
4105,1402/03/02 14:42:32,2869,4:880,921850446430,11:813,3:47,1:36,answered,
4106,1402/05/25 18:21:52,1998,5:137,4774769,35:830,1:31,4:54,answered,
4107,1402/11/12 12:01:31,2142170960,31:622,21642518868,15:694,4:52,0:00,busy,
4108,1402/01/27 19:10:27,2142170191,23:258,421705983,31:685,0:56,2:39,answered,
4109,1402/09/04 10:02:23,407,29:448,9421708810,18:202,0:00,1:06,answered,
4110,1402/07/12 08:16:08,721,17:317,338,18:263,5:39,0:00,No answer,no pickup
4111,1402/06/06 11:28:46,421709406,39:879,6338,17:209,4:29,1:21,answered,
4112,1402/03/07 19:50:57,288,7:724,2142170953,11:200,5:21,2:51,answered,
4113,1402/10/01 17:24:06,9789708,18:321,9421705674,25:792,5:15,0:01,answered,
4114,1402/05/22 17:55:32,3321,27:761,421702508,-,0:26,0:00,Failed,network error
4115,1402/04/12 12:35:58,421706557,30:641,2457,21:610,3:30,0:24,answered,
4116,1402/06/15 12:15:03,421705477,19:950,9421704311,30:950,0:53,3:17,answered,
4117,1402/04/02 14:42:23,8131439,3:367,921361928279,30:841,0:49,0:00,No answer,no pickup
4118,1402/11/22 18:43:06,8414,22:714,421708450,40:973,1:04,4:23,answered,
4119,1402/09/19 11:46:16,297,13:727,2644785,25:260,0:47,0:00,No answer,no pickup
4120,1402/12/28 15:43:07,1897485,15:920,3084,22:211,4:00,0:00,Failed,network error
4121,1402/11/06 11:05:22,2142170871,6:347,921830856262,3:185,3:17,4:42,answered,
4122,1402/11/23 13:17:35,8136412,31:808,5189508,13:711,3:40,0:00,No answer,no pickup
4123,1402/11/15 20:18:43,7517,29:110,952,18:878,3:21,3:05,answered,
4124,1402/09/26 16:45:35,8377157,6:728,9421703930,39:997,1:32,1:37,answered,
4125,1402/09/17 14:00:57,455,9:236,358,-,2:51,3:54,answered,
4126,1402/02/07 16:37:53,2142170261,8:806,921794594830,23:365,5:48,1:09,answered,
4127,1402/11/15 08:52:46,8434,16:728,9421707296,36:298,4:37,1:04,answered,
4128,1402/04/17 17:43:27,722,36:831,2656,-,0:24,0:00,Failed,network error
4129,1402/09/08 18:48:15,421702756,5:251,2142170792,27:846,3:24,3:31,answered,
4130,1402/07/20 20:50:35,4798890,7:315,21943848515,11:784,0:10,0:00,busy,
4131,1402/07/04 11:17:14,2142170643,34:785,2142170132,-,4:37,2:49,answered,
4132,1402/07/27 17:47:15,3778340,33:278,7650,12:335,1:26,3:34,answered,
4133,1402/07/06 19:44:48,21966315271,3:996,9421708674,27:806,3:03,4:16,answered,
4134,1402/07/05 12:28:33,2142170797,40:598,6004796,25:760,4:09,0:00,No answer,no pickup
4135,1402/02/16 17:25:42,7898,35:257,421703810,23:505,2:32,4:24,answered,
4136,1402/05/22 08:46:05,1226,15:504,571,32:555,3:11,0:00,Failed,network error
4137,1402/02/25 20:29:01,118,35:593,678,-,0:55,3:55,answered,
4138,1402/12/03 12:55:22,2142170904,30:115,921675552666,39:736,0:39,0:53,answered,
4139,1402/02/25 15:44:01,945,17:824,421708438,-,2:25,1:43,answered,
4140,1402/07/14 20:54:06,5453221,32:956,9421709415,37:540,1:54,0:42,answered,
4141,1402/04/05 14:44:08,421707439,29:813,921319764039,5:390,5:46,0:00,Failed,network error
4142,1402/07/22 12:22:09,421702454,3:650,9421709168,3:559,3:27,4:50,answered,
4143,1402/09/13 09:04:32,2142170317,2:641,21101889475,27:344,3:02,1:00,answered,
4144,1402/08/27 07:27:07,7286,36:483,921144099975,-,5:52,0:00,No answer,no pickup
4145,1402/11/26 12:33:06,304,19:166,888,35:811,4:11,0:00,No answer,no pickup
4146,1402/11/06 10:36:47,625,17:407,9421706690,34:803,0:40,5:16,answered,
